,SETTLEMENTDATE,TOTALDEMAND,RRP,Tempreture
126287,2022-04-29 08:00:00,1460.96,200.97,15.5
126299,2022-04-29 09:00:00,1480.49,200.99,17.0
126311,2022-04-29 10:00:00,1412.66,242.47,18.9
126323,2022-04-29 11:00:00,1372.12,178.35,20.9
126335,2022-04-29 12:00:00,1362.72,148.99,22.7
126347,2022-04-29 13:00:00,1485.42,239.45,24.2
126359,2022-04-29 14:00:00,1410.3,206.1,25.1
126371,2022-04-29 15:00:00,1434.21,201.69,25.3
126383,2022-04-29 16:00:00,1453.33,264.23,24.9
126395,2022-04-29 17:00:00,1509.87,285.76,24.0
126407,2022-04-29 18:00:00,1630.77,216.67,22.7
126419,2022-04-29 19:00:00,1673.14,246.33,21.2
126431,2022-04-29 20:00:00,1606.63,181.61,19.8
126443,2022-04-29 21:00:00,1502.96,191.7,18.6
126455,2022-04-29 22:00:00,1427.73,148.99,17.8
126467,2022-04-29 23:00:00,1407.41,199.28,17.2
126479,2022-04-30 00:00:00,1472.03,131.03,16.8
126491,2022-04-30 01:00:00,1445.24,108.08,15.1
126503,2022-04-30 02:00:00,1318.82,20.63,14.7
126515,2022-04-30 03:00:00,1232.33,28.13,14.2
126527,2022-04-30 04:00:00,1223.34,-35.95,13.6
126539,2022-04-30 05:00:00,1212.92,-7.37,13.1
126551,2022-04-30 06:00:00,1204.01,144.19,12.9
126563,2022-04-30 07:00:00,1256.04,130.85,13.2
126575,2022-04-30 08:00:00,1248.93,123.39,14.0
126587,2022-04-30 09:00:00,1017.56,-42.5,15.4
126599,2022-04-30 10:00:00,850.48,-28.01,17.1
126611,2022-04-30 11:00:00,852.35,-42.5,18.9
126623,2022-04-30 12:00:00,688.43,-45.84,20.6
126635,2022-04-30 13:00:00,597.96,-89.0,22.0
126647,2022-04-30 14:00:00,766.66,17.45,22.8
126659,2022-04-30 15:00:00,900.94,51.53,23.0
126671,2022-04-30 16:00:00,1057.53,165.77,22.6
126683,2022-04-30 17:00:00,1235.13,260.41,21.7
126695,2022-04-30 18:00:00,1441.1,270.92,20.5
126707,2022-04-30 19:00:00,1512.7,263.6,19.2
126719,2022-04-30 20:00:00,1431.78,262.78,18.0
126731,2022-04-30 21:00:00,1419.12,262.72,16.9
126743,2022-04-30 22:00:00,1374.92,209.41,16.1
126755,2022-04-30 23:00:00,1338.47,200.99,15.6
126767,2022-05-01 00:00:00,1482.87,200.97,15.2
126779,2022-05-01 01:00:00,1423.29,200.99,14.1
126791,2022-05-01 02:00:00,1299.68,195.5,13.7
126803,2022-05-01 03:00:00,1215.67,187.6,13.2
126815,2022-05-01 04:00:00,1151.41,243.98,12.7
126827,2022-05-01 05:00:00,1136.29,200.57,12.2
126839,2022-05-01 06:00:00,1150.97,198.01,12.1
126851,2022-05-01 07:00:00,1174.22,191.1,12.3
126863,2022-05-01 08:00:00,1146.27,116.99,13.1
126875,2022-05-01 09:00:00,898.83,76.77,14.3
126887,2022-05-01 10:00:00,728.6,12.62,15.9
126899,2022-05-01 11:00:00,605.77,20.63,17.7
126911,2022-05-01 12:00:00,589.23,8.89,19.3
126923,2022-05-01 13:00:00,533.11,7.96,20.5
126935,2022-05-01 14:00:00,579.97,89.18,21.3
126947,2022-05-01 15:00:00,696.76,114.96,21.5
126959,2022-05-01 16:00:00,878.97,192.99,21.1
126971,2022-05-01 17:00:00,1142.89,261.55,20.3
126983,2022-05-01 18:00:00,1480.72,300.67,19.2
126995,2022-05-01 19:00:00,1533.36,283.23,18.0
127007,2022-05-01 20:00:00,1455.03,267.88,16.8
127019,2022-05-01 21:00:00,1413.29,221.07,15.8
127031,2022-05-01 22:00:00,1325.36,200.97,15.0
127043,2022-05-01 23:00:00,1281.24,197.08,14.6
127055,2022-05-02 00:00:00,1412.27,200.99,14.2
127067,2022-05-02 01:00:00,1382.58,200.99,15.4
127079,2022-05-02 02:00:00,1263.96,191.14,15.0
127091,2022-05-02 03:00:00,1215.07,157.34,14.5
127103,2022-05-02 04:00:00,1192.3,150.21,13.9
127115,2022-05-02 05:00:00,1188.3,195.5,13.4
127127,2022-05-02 06:00:00,1240.64,219.07,13.2
127139,2022-05-02 07:00:00,1365.83,259.61,13.5
127151,2022-05-02 08:00:00,1456.54,190.83,14.3
127163,2022-05-02 09:00:00,1302.55,116.99,15.7
127175,2022-05-02 10:00:00,1015.87,116.99,17.5
127187,2022-05-02 11:00:00,835.79,22.86,19.4
127199,2022-05-02 12:00:00,787.6,4.38,21.1
127211,2022-05-02 13:00:00,809.06,20.85,22.5
127223,2022-05-02 14:00:00,790.77,142.06,23.4
127235,2022-05-02 15:00:00,884.04,154.56,23.6
127247,2022-05-02 16:00:00,1077.19,239.5,23.2
127259,2022-05-02 17:00:00,1392.1,311.87,22.3
127271,2022-05-02 18:00:00,1691.35,327.97,21.0
127283,2022-05-02 19:00:00,1717.84,198.51,19.7
127295,2022-05-02 20:00:00,1648.24,200.97,18.4
127307,2022-05-02 21:00:00,1542.93,210.32,17.3
127319,2022-05-02 22:00:00,1468.48,184.41,16.5
127331,2022-05-02 23:00:00,1410.53,154.76,15.9
127343,2022-05-03 00:00:00,1498.12,159.2,15.6
127355,2022-05-03 01:00:00,1449.57,148.99,14.1
127367,2022-05-03 02:00:00,1319.8,102.36,13.8
127379,2022-05-03 03:00:00,1259.19,-35.95,13.3
127391,2022-05-03 04:00:00,1239.36,-12.87,12.7
127403,2022-05-03 05:00:00,1233.14,-11.0,12.3
127415,2022-05-03 06:00:00,1306.95,86.44,12.1
127427,2022-05-03 07:00:00,1417.02,213.1,12.3
127439,2022-05-03 08:00:00,1476.08,95.72,13.1
127451,2022-05-03 09:00:00,1188.64,4.37,14.4
127463,2022-05-03 10:00:00,930.18,-42.14,16.0
127475,2022-05-03 11:00:00,802.41,-41.7,17.8
127487,2022-05-03 12:00:00,726.22,-45.0,19.4
127499,2022-05-03 13:00:00,644.81,-45.0,20.7
127511,2022-05-03 14:00:00,726.14,-44.98,21.5
127523,2022-05-03 15:00:00,893.43,-41.32,21.7
127535,2022-05-03 16:00:00,1116.81,-37.38,21.3
127547,2022-05-03 17:00:00,1404.61,12.58,20.5
127559,2022-05-03 18:00:00,1692.89,148.99,19.3
127571,2022-05-03 19:00:00,1738.4,148.99,18.1
127583,2022-05-03 20:00:00,1651.98,220.98,16.9
127595,2022-05-03 21:00:00,1567.83,148.99,15.9
127607,2022-05-03 22:00:00,1487.7,155.51,15.1
127619,2022-05-03 23:00:00,1430.31,200.99,14.6
127631,2022-05-04 00:00:00,1537.31,185.99,14.3
127643,2022-05-04 01:00:00,1476.29,192.69,13.3
127655,2022-05-04 02:00:00,1366.49,190.2,12.9
127667,2022-05-04 03:00:00,1251.53,149.85,12.4
127679,2022-05-04 04:00:00,1225.25,161.49,11.9
127691,2022-05-04 05:00:00,1242.47,149.12,11.5
127703,2022-05-04 06:00:00,1299.3,192.08,11.3
127715,2022-05-04 07:00:00,1429.44,270.8,11.6
127727,2022-05-04 08:00:00,1513.42,177.16,12.3
127739,2022-05-04 09:00:00,1349.45,152.4,13.5
127751,2022-05-04 10:00:00,1154.94,136.34,15.0
127763,2022-05-04 11:00:00,945.02,178.61,16.7
127775,2022-05-04 12:00:00,893.75,128.55,18.2
127787,2022-05-04 13:00:00,822.68,-44.98,19.5
127799,2022-05-04 14:00:00,850.4,-42.5,20.2
127811,2022-05-04 15:00:00,937.34,232.19,20.4
127823,2022-05-04 16:00:00,1132.63,136.49,20.0
127835,2022-05-04 17:00:00,1453.52,134.44,19.2
127847,2022-05-04 18:00:00,1776.41,378.38,18.2
127859,2022-05-04 19:00:00,1853.69,243.44,17.0
127871,2022-05-04 20:00:00,1743.64,200.93,15.8
127883,2022-05-04 21:00:00,1664.39,198.37,14.9
127895,2022-05-04 22:00:00,1602.29,200.0,14.2
127907,2022-05-04 23:00:00,1484.36,268.28,13.7
127919,2022-05-05 00:00:00,1560.68,273.17,13.4
127931,2022-05-05 01:00:00,1517.45,261.93,10.1
127943,2022-05-05 02:00:00,1397.92,267.91,9.8
127955,2022-05-05 03:00:00,1296.37,248.0,9.4
127967,2022-05-05 04:00:00,1266.28,246.29,9.0
127979,2022-05-05 05:00:00,1279.11,262.27,8.7
127991,2022-05-05 06:00:00,1306.54,251.56,8.6
128003,2022-05-05 07:00:00,1514.29,297.14,8.7
128015,2022-05-05 08:00:00,1685.45,327.13,9.3
128027,2022-05-05 09:00:00,1516.13,117.0,10.2
128039,2022-05-05 10:00:00,1206.66,143.86,11.4
128051,2022-05-05 11:00:00,1067.65,191.21,12.7
128063,2022-05-05 12:00:00,1056.25,139.28,13.8
128075,2022-05-05 13:00:00,1013.45,196.01,14.8
128087,2022-05-05 14:00:00,1002.86,158.93,15.3
128099,2022-05-05 15:00:00,1131.01,104.47,15.5
128111,2022-05-05 16:00:00,1210.16,261.99,15.2
128123,2022-05-05 17:00:00,1607.74,308.71,14.6
128135,2022-05-05 18:00:00,1886.5,368.4,13.8
128147,2022-05-05 19:00:00,2044.82,348.95,12.9
128159,2022-05-05 20:00:00,1973.32,272.04,12.0
128171,2022-05-05 21:00:00,1854.13,188.02,11.3
128183,2022-05-05 22:00:00,1711.87,322.12,10.8
128195,2022-05-05 23:00:00,1507.72,318.74,10.4
128207,2022-05-06 00:00:00,1586.68,327.12,10.2
128219,2022-05-06 01:00:00,1513.8,329.01,9.1
128231,2022-05-06 02:00:00,1396.62,324.94,8.9
128243,2022-05-06 03:00:00,1305.29,308.59,8.6
128255,2022-05-06 04:00:00,1253.87,307.52,8.2
128267,2022-05-06 05:00:00,1262.89,324.47,7.9
128279,2022-05-06 06:00:00,1345.63,324.15,7.8
128291,2022-05-06 07:00:00,1526.72,339.13,7.9
128303,2022-05-06 08:00:00,1722.54,342.11,8.4
128315,2022-05-06 09:00:00,1569.53,275.85,9.3
128327,2022-05-06 10:00:00,1358.32,192.41,10.4
128339,2022-05-06 11:00:00,1093.23,102.35,11.5
128351,2022-05-06 12:00:00,1096.5,196.84,12.6
128363,2022-05-06 13:00:00,1200.98,141.99,13.4
128375,2022-05-06 14:00:00,1022.74,198.28,14.0
128387,2022-05-06 15:00:00,1139.15,201.52,14.1
128399,2022-05-06 16:00:00,1202.04,213.99,13.8
128411,2022-05-06 17:00:00,1502.98,170.82,13.3
128423,2022-05-06 18:00:00,1895.86,278.81,12.5
128435,2022-05-06 19:00:00,2050.42,361.96,11.7
128447,2022-05-06 20:00:00,1918.17,174.55,10.9
128459,2022-05-06 21:00:00,1842.59,380.0,10.3
128471,2022-05-06 22:00:00,1716.84,325.15,9.8
128483,2022-05-06 23:00:00,1579.06,268.43,9.5
128495,2022-05-07 00:00:00,1634.36,247.0,9.3
128507,2022-05-07 01:00:00,1548.32,248.0,11.0
128519,2022-05-07 02:00:00,1400.56,247.0,10.7
128531,2022-05-07 03:00:00,1364.21,247.0,10.3
128543,2022-05-07 04:00:00,1322.82,216.69,9.8
128555,2022-05-07 05:00:00,1292.99,197.73,9.5
128567,2022-05-07 06:00:00,1319.03,232.13,9.3
128579,2022-05-07 07:00:00,1445.34,248.0,9.5
128591,2022-05-07 08:00:00,1480.14,176.88,10.1
128603,2022-05-07 09:00:00,1403.04,208.9,11.1
128615,2022-05-07 10:00:00,1180.58,38.44,12.4
128627,2022-05-07 11:00:00,1182.56,21.53,13.8
128639,2022-05-07 12:00:00,1034.21,0.02,15.1
128651,2022-05-07 13:00:00,1078.75,120.11,16.1
128663,2022-05-07 14:00:00,1092.57,76.57,16.8
128675,2022-05-07 15:00:00,1213.88,286.03,16.9
128687,2022-05-07 16:00:00,1373.84,201.43,16.6
128699,2022-05-07 17:00:00,1572.87,164.53,15.9
128711,2022-05-07 18:00:00,1849.77,203.2,15.0
128723,2022-05-07 19:00:00,1905.48,248.0,14.0
128735,2022-05-07 20:00:00,1816.56,312.91,13.1
128747,2022-05-07 21:00:00,1723.4,296.17,12.3
128759,2022-05-07 22:00:00,1645.32,236.85,11.7
128771,2022-05-07 23:00:00,1514.66,311.38,11.4
128783,2022-05-08 00:00:00,1572.89,308.35,11.1
128795,2022-05-08 01:00:00,1509.65,247.0,12.2
128807,2022-05-08 02:00:00,1388.84,248.0,11.9
128819,2022-05-08 03:00:00,1322.47,247.0,11.5
128831,2022-05-08 04:00:00,1237.84,247.0,11.0
128843,2022-05-08 05:00:00,1188.02,247.87,10.6
128855,2022-05-08 06:00:00,1215.84,229.47,10.4
128867,2022-05-08 07:00:00,1248.86,227.07,10.6
128879,2022-05-08 08:00:00,1295.47,235.25,11.3
128891,2022-05-08 09:00:00,1256.69,273.72,12.4
128903,2022-05-08 10:00:00,1087.19,172.03,13.9
128915,2022-05-08 11:00:00,966.98,118.52,15.4
128927,2022-05-08 12:00:00,961.77,225.98,16.9
128939,2022-05-08 13:00:00,903.63,177.36,18.1
128951,2022-05-08 14:00:00,899.94,204.89,18.8
128963,2022-05-08 15:00:00,983.95,244.39,18.9
128975,2022-05-08 16:00:00,1150.2,281.06,18.6
128987,2022-05-08 17:00:00,1366.97,318.55,17.9
128999,2022-05-08 18:00:00,1586.95,353.19,16.8
129011,2022-05-08 19:00:00,1668.88,248.0,15.7
129023,2022-05-08 20:00:00,1639.68,274.9,14.7
129035,2022-05-08 21:00:00,1576.72,261.52,13.8
129047,2022-05-08 22:00:00,1517.8,257.92,13.1
129059,2022-05-08 23:00:00,1398.01,251.97,12.7
129071,2022-05-09 00:00:00,1472.45,263.34,12.4
129083,2022-05-09 01:00:00,1436.76,275.38,12.5
129095,2022-05-09 02:00:00,1390.2,248.74,12.1
129107,2022-05-09 03:00:00,1262.83,207.85,11.7
129119,2022-05-09 04:00:00,1219.16,201.8,11.2
129131,2022-05-09 05:00:00,1232.8,247.93,10.7
129143,2022-05-09 06:00:00,1292.6,268.94,10.6
129155,2022-05-09 07:00:00,1502.05,248.0,10.8
129167,2022-05-09 08:00:00,1671.91,309.8,11.5
129179,2022-05-09 09:00:00,1486.13,232.13,12.6
129191,2022-05-09 10:00:00,1099.82,268.25,14.1
129203,2022-05-09 11:00:00,1074.78,221.5,15.7
129215,2022-05-09 12:00:00,804.36,259.14,17.2
129227,2022-05-09 13:00:00,704.45,218.65,18.4
129239,2022-05-09 14:00:00,719.01,0.0,19.1
129251,2022-05-09 15:00:00,856.52,264.46,19.3
129263,2022-05-09 16:00:00,1049.1,323.0,19.0
129275,2022-05-09 17:00:00,1372.44,564.58,18.2
129287,2022-05-09 18:00:00,1722.54,10083.19,17.1
129299,2022-05-09 19:00:00,1830.21,357.92,16.0
129311,2022-05-09 20:00:00,1805.27,266.97,14.9
129323,2022-05-09 21:00:00,1723.66,281.31,14.0
129335,2022-05-09 22:00:00,1601.93,260.46,13.4
129347,2022-05-09 23:00:00,1469.59,202.21,12.9
129359,2022-05-10 00:00:00,1539.03,210.72,12.6
129371,2022-05-10 01:00:00,1532.18,225.4,10.9
129383,2022-05-10 02:00:00,1380.74,230.23,10.6
129395,2022-05-10 03:00:00,1284.03,217.83,10.2
129407,2022-05-10 04:00:00,1259.19,206.81,9.7
129419,2022-05-10 05:00:00,1253.15,213.42,9.3
129431,2022-05-10 06:00:00,1307.84,255.57,9.2
129443,2022-05-10 07:00:00,1477.92,379.95,9.4
129455,2022-05-10 08:00:00,1654.88,1000.93,10.0
129467,2022-05-10 09:00:00,1456.62,193.71,11.0
129479,2022-05-10 10:00:00,1139.96,-95.0,12.3
129491,2022-05-10 11:00:00,963.76,-49.01,13.7
129503,2022-05-10 12:00:00,771.77,-95.0,15.0
129515,2022-05-10 13:00:00,688.51,-40.0,16.1
129527,2022-05-10 14:00:00,740.56,171.14,16.7
129539,2022-05-10 15:00:00,829.58,231.57,16.8
129551,2022-05-10 16:00:00,1024.24,253.46,16.5
129563,2022-05-10 17:00:00,1404.96,379.98,15.9
129575,2022-05-10 18:00:00,1692.64,9941.06,14.9
129587,2022-05-10 19:00:00,1906.56,190.64,13.9
129599,2022-05-10 20:00:00,1788.01,278.31,13.0
129611,2022-05-10 21:00:00,1792.06,247.0,12.2
129623,2022-05-10 22:00:00,1686.38,224.24,11.6
129635,2022-05-10 23:00:00,1503.08,196.77,11.3
129647,2022-05-11 00:00:00,1553.75,185.09,11.0
129659,2022-05-11 01:00:00,1515.19,236.82,12.5
129671,2022-05-11 02:00:00,1403.95,258.15,12.1
129683,2022-05-11 03:00:00,1304.52,249.0,11.7
129695,2022-05-11 04:00:00,1228.82,269.5,11.1
129707,2022-05-11 05:00:00,1251.59,293.01,10.7
129719,2022-05-11 06:00:00,1356.51,379.95,10.5
129731,2022-05-11 07:00:00,1461.87,303.63,10.7
129743,2022-05-11 08:00:00,1689.59,15100.0,11.4
129755,2022-05-11 09:00:00,1434.35,379.98,12.6
129767,2022-05-11 10:00:00,1181.85,303.11,14.1
129779,2022-05-11 11:00:00,1047.45,300.14,15.7
129791,2022-05-11 12:00:00,1056.04,250.5,17.2
129803,2022-05-11 13:00:00,935.21,256.17,18.5
129815,2022-05-11 14:00:00,918.57,147.44,19.2
129827,2022-05-11 15:00:00,938.82,217.22,19.3
129839,2022-05-11 16:00:00,1142.25,249.0,19.0
129851,2022-05-11 17:00:00,1392.15,435.14,18.2
129863,2022-05-11 18:00:00,1699.93,379.98,17.2
129875,2022-05-11 19:00:00,1733.28,299.07,16.0
129887,2022-05-11 20:00:00,1727.09,257.5,14.9
129899,2022-05-11 21:00:00,1642.51,303.68,14.0
129911,2022-05-11 22:00:00,1602.73,288.98,13.4
129923,2022-05-11 23:00:00,1440.93,273.35,12.9
129935,2022-05-12 00:00:00,1552.37,301.12,12.6
129947,2022-05-12 01:00:00,1479.42,379.95,12.4
129959,2022-05-12 02:00:00,1364.29,379.95,12.1
129971,2022-05-12 03:00:00,1287.07,368.73,11.6
129983,2022-05-12 04:00:00,1249.4,361.92,11.1
129995,2022-05-12 05:00:00,1217.54,364.67,10.7
130007,2022-05-12 06:00:00,1274.97,379.95,10.5
130019,2022-05-12 07:00:00,1426.96,379.95,10.7
130031,2022-05-12 08:00:00,1511.45,379.98,11.4
130043,2022-05-12 09:00:00,1424.78,367.93,12.5
130055,2022-05-12 10:00:00,1219.4,378.6,14.0
130067,2022-05-12 11:00:00,1323.61,404.74,15.7
130079,2022-05-12 12:00:00,1316.06,362.98,17.2
130091,2022-05-12 13:00:00,1431.08,395.8,18.4
130103,2022-05-12 14:00:00,1422.3,348.3,19.1
130115,2022-05-12 15:00:00,1462.77,342.89,19.3
130127,2022-05-12 16:00:00,1491.21,429.91,18.9
130139,2022-05-12 17:00:00,1620.86,444.59,18.2
130151,2022-05-12 18:00:00,1762.41,549.33,17.1
130163,2022-05-12 19:00:00,1808.73,381.47,16.0
130175,2022-05-12 20:00:00,1747.97,379.95,14.9
130187,2022-05-12 21:00:00,1580.33,379.95,14.0
130199,2022-05-12 22:00:00,1497.6,357.1,13.3
130211,2022-05-12 23:00:00,1398.59,349.0,12.9
130223,2022-05-13 00:00:00,1517.17,362.56,12.6
130235,2022-05-13 01:00:00,1430.44,349.0,15.6
130247,2022-05-13 02:00:00,1316.35,347.29,15.2
130259,2022-05-13 03:00:00,1227.06,338.33,14.6
130271,2022-05-13 04:00:00,1205.35,332.31,14.0
130283,2022-05-13 05:00:00,1205.77,349.0,13.4
130295,2022-05-13 06:00:00,1261.49,349.0,13.2
130307,2022-05-13 07:00:00,1406.83,367.95,13.4
130319,2022-05-13 08:00:00,1493.2,438.91,14.3
130331,2022-05-13 09:00:00,1400.4,347.4,15.8
130343,2022-05-13 10:00:00,1122.06,309.65,17.7
130355,2022-05-13 11:00:00,1089.18,349.0,19.8
130367,2022-05-13 12:00:00,974.02,381.0,21.7
130379,2022-05-13 13:00:00,942.22,285.48,23.2
130391,2022-05-13 14:00:00,1081.91,303.4,24.2
130403,2022-05-13 15:00:00,1358.07,329.7,24.4
130415,2022-05-13 16:00:00,1398.55,325.56,23.9
130427,2022-05-13 17:00:00,1542.0,366.56,22.9
130439,2022-05-13 18:00:00,1664.2,335.9,21.6
130451,2022-05-13 19:00:00,1676.71,300.51,20.1
130463,2022-05-13 20:00:00,1627.53,292.75,18.8
130475,2022-05-13 21:00:00,1567.26,299.4,17.6
130487,2022-05-13 22:00:00,1475.67,262.16,16.8
130499,2022-05-13 23:00:00,1432.08,270.21,16.3
130511,2022-05-14 00:00:00,1500.53,242.02,15.9
130523,2022-05-14 01:00:00,1465.18,278.31,16.5
130535,2022-05-14 02:00:00,1342.38,143.93,16.0
130547,2022-05-14 03:00:00,1238.02,103.85,15.4
130559,2022-05-14 04:00:00,1215.23,125.4,14.7
130571,2022-05-14 05:00:00,1221.55,-35.95,14.1
130583,2022-05-14 06:00:00,1258.22,-4.95,13.9
130595,2022-05-14 07:00:00,1291.86,177.07,14.1
130607,2022-05-14 08:00:00,1362.68,-42.5,15.0
130619,2022-05-14 09:00:00,1411.68,212.82,16.6
130631,2022-05-14 10:00:00,1407.99,379.95,18.6
130643,2022-05-14 11:00:00,1270.07,-55.85,20.8
130655,2022-05-14 12:00:00,945.82,-81.0,22.9
130667,2022-05-14 13:00:00,780.11,-42.5,24.5
130679,2022-05-14 14:00:00,744.21,-39.41,25.4
130691,2022-05-14 15:00:00,828.39,117.75,25.7
130703,2022-05-14 16:00:00,1082.15,168.78,25.2
130715,2022-05-14 17:00:00,1299.76,379.95,24.1
130727,2022-05-14 18:00:00,1495.63,347.29,22.7
130739,2022-05-14 19:00:00,1521.91,286.13,21.2
130751,2022-05-14 20:00:00,1463.96,341.21,19.7
130763,2022-05-14 21:00:00,1423.39,317.78,18.6
130775,2022-05-14 22:00:00,1378.05,272.08,17.7
130787,2022-05-14 23:00:00,1328.38,282.44,17.1
130799,2022-05-15 00:00:00,1475.85,290.75,16.7
130811,2022-05-15 01:00:00,1407.82,287.96,14.7
130823,2022-05-15 02:00:00,1292.66,297.44,14.3
130835,2022-05-15 03:00:00,1200.06,121.73,13.8
130847,2022-05-15 04:00:00,1189.76,291.85,13.2
130859,2022-05-15 05:00:00,1175.64,145.35,12.6
130871,2022-05-15 06:00:00,1155.6,110.0,12.4
130883,2022-05-15 07:00:00,1173.71,-3.0,12.6
130895,2022-05-15 08:00:00,1256.36,-38.49,13.5
130907,2022-05-15 09:00:00,1215.3,-47.51,14.8
130919,2022-05-15 10:00:00,1094.74,-89.0,16.6
130931,2022-05-15 11:00:00,855.68,-92.85,18.6
130943,2022-05-15 12:00:00,1014.03,-68.32,20.5
130955,2022-05-15 13:00:00,834.86,-81.0,21.9
130967,2022-05-15 14:00:00,901.07,-81.0,22.8
130979,2022-05-15 15:00:00,1323.89,-39.41,23.0
130991,2022-05-15 16:00:00,1443.94,-45.0,22.6
131003,2022-05-15 17:00:00,1548.02,24.1,21.6
131015,2022-05-15 18:00:00,1639.98,159.27,20.3
131027,2022-05-15 19:00:00,1698.16,146.44,19.0
131039,2022-05-15 20:00:00,1614.59,12.0,17.7
131051,2022-05-15 21:00:00,1574.93,166.14,16.6
131063,2022-05-15 22:00:00,1482.95,173.57,15.8
131075,2022-05-15 23:00:00,1386.71,161.41,15.3
131087,2022-05-16 00:00:00,1512.32,179.26,15.0
131099,2022-05-16 01:00:00,1491.12,118.13,13.1
131111,2022-05-16 02:00:00,1352.25,63.33,12.8
131123,2022-05-16 03:00:00,1288.91,48.87,12.3
131135,2022-05-16 04:00:00,1234.36,38.15,11.7
131147,2022-05-16 05:00:00,1246.06,106.06,11.2
131159,2022-05-16 06:00:00,1287.89,181.56,11.0
131171,2022-05-16 07:00:00,1480.22,300.2,11.2
131183,2022-05-16 08:00:00,1603.35,347.4,12.0
131195,2022-05-16 09:00:00,1452.0,217.1,13.2
131207,2022-05-16 10:00:00,1305.4,88.89,14.8
131219,2022-05-16 11:00:00,1200.56,-89.0,16.6
131231,2022-05-16 12:00:00,1116.41,-47.51,18.3
131243,2022-05-16 13:00:00,1078.84,-45.0,19.6
131255,2022-05-16 14:00:00,1099.98,-40.0,20.3
131267,2022-05-16 15:00:00,1126.61,-40.0,20.5
131279,2022-05-16 16:00:00,1349.24,-36.99,20.1
131291,2022-05-16 17:00:00,1637.39,246.97,19.3
131303,2022-05-16 18:00:00,1841.66,347.4,18.1
131315,2022-05-16 19:00:00,1907.85,261.27,16.9
131327,2022-05-16 20:00:00,1838.36,287.75,15.8
131339,2022-05-16 21:00:00,1743.17,333.63,14.8
131351,2022-05-16 22:00:00,1620.39,298.44,14.1
131363,2022-05-16 23:00:00,1456.54,246.19,13.7
131375,2022-05-17 00:00:00,1538.23,206.51,13.3
131387,2022-05-17 01:00:00,1519.23,195.77,12.4
131399,2022-05-17 02:00:00,1396.15,110.21,12.0
131411,2022-05-17 03:00:00,1307.91,117.1,11.5
131423,2022-05-17 04:00:00,1253.74,123.65,11.0
131435,2022-05-17 05:00:00,1255.97,156.82,10.6
131447,2022-05-17 06:00:00,1341.98,251.28,10.4
131459,2022-05-17 07:00:00,1444.96,9985.44,10.6
131471,2022-05-17 08:00:00,1637.52,13111.81,11.3
131483,2022-05-17 09:00:00,1547.18,380.0,12.4
131495,2022-05-17 10:00:00,1425.24,347.44,13.9
131507,2022-05-17 11:00:00,1179.76,379.95,15.6
131519,2022-05-17 12:00:00,1209.82,244.13,17.2
131531,2022-05-17 13:00:00,1201.15,123.16,18.4
131543,2022-05-17 14:00:00,1017.74,-35.95,19.2
131555,2022-05-17 15:00:00,1169.98,100.0,19.3
131567,2022-05-17 16:00:00,1368.69,295.94,18.9
131579,2022-05-17 17:00:00,1607.02,379.95,18.1
131591,2022-05-17 18:00:00,1947.3,355.89,17.1
131603,2022-05-17 19:00:00,2033.26,349.0,15.9
131615,2022-05-17 20:00:00,1930.43,349.0,14.8
131627,2022-05-17 21:00:00,1874.34,319.08,13.9
131639,2022-05-17 22:00:00,1702.78,184.11,13.3
131651,2022-05-17 23:00:00,1573.73,180.06,12.8
131663,2022-05-18 00:00:00,1639.57,348.0,12.5
131675,2022-05-18 01:00:00,1596.85,299.4,12.8
131687,2022-05-18 02:00:00,1478.62,298.44,12.4
131699,2022-05-18 03:00:00,1393.91,75.4,11.9
131711,2022-05-18 04:00:00,1354.1,134.77,11.4
131723,2022-05-18 05:00:00,1309.7,305.0,10.9
131735,2022-05-18 06:00:00,1296.89,347.44,10.7
131747,2022-05-18 07:00:00,1487.06,992.62,10.9
131759,2022-05-18 08:00:00,1616.91,379.95,11.6
131771,2022-05-18 09:00:00,1466.35,56.82,12.8
131783,2022-05-18 10:00:00,1145.95,244.44,14.4
131795,2022-05-18 11:00:00,1069.98,379.95,16.2
131807,2022-05-18 12:00:00,966.59,-38.6,17.8
131819,2022-05-18 13:00:00,849.49,0.0,19.1
131831,2022-05-18 14:00:00,863.6,20.63,19.8
131843,2022-05-18 15:00:00,911.35,32.81,20.0
131855,2022-05-18 16:00:00,1098.78,299.4,19.6
131867,2022-05-18 17:00:00,1432.15,324.2,18.8
131879,2022-05-18 18:00:00,1782.74,373.74,17.7
131891,2022-05-18 19:00:00,1905.6,341.62,16.5
131903,2022-05-18 20:00:00,1850.5,340.15,15.3
131915,2022-05-18 21:00:00,1793.87,343.84,14.4
131927,2022-05-18 22:00:00,1664.51,304.27,13.7
131939,2022-05-18 23:00:00,1558.78,333.76,13.3
131951,2022-05-19 00:00:00,1571.63,336.02,13.0
131963,2022-05-19 01:00:00,1516.97,328.81,9.8
131975,2022-05-19 02:00:00,1426.83,163.22,9.5
131987,2022-05-19 03:00:00,1338.97,140.58,9.2
131999,2022-05-19 04:00:00,1258.01,142.53,8.7
132011,2022-05-19 05:00:00,1255.1,253.06,8.4
132023,2022-05-19 06:00:00,1317.89,277.59,8.2
132035,2022-05-19 07:00:00,1523.31,347.43,8.4
132047,2022-05-19 08:00:00,1769.2,379.95,8.9
