,SETTLEMENTDATE,TOTALDEMAND,RRP,Tempreture
24159,2019-05-19 08:00:00,937.67,69.63,16.2
24161,2019-05-19 09:00:00,1041.47,91.29,17.9
24163,2019-05-19 10:00:00,1111.13,77.5,20.1
24165,2019-05-19 11:00:00,1114.54,60.05,22.6
24167,2019-05-19 12:00:00,1115.53,51.34,24.8
24169,2019-05-19 13:00:00,1081.49,49.63,26.6
24171,2019-05-19 14:00:00,1150.58,56.69,27.7
24173,2019-05-19 15:00:00,1253.2,63.06,27.9
24175,2019-05-19 16:00:00,1264.08,76.37,27.4
24177,2019-05-19 17:00:00,1321.45,79.06,26.2
24179,2019-05-19 18:00:00,1397.06,87.41,24.7
24181,2019-05-19 19:00:00,1410.63,88.29,23.0
24183,2019-05-19 20:00:00,1357.63,90.78,21.4
24185,2019-05-19 21:00:00,1207.65,84.65,20.1
24187,2019-05-19 22:00:00,1086.57,82.01,19.2
24189,2019-05-19 23:00:00,1064.31,77.19,18.6
24191,2019-05-20 00:00:00,1255.6,88.81,18.1
24193,2019-05-20 01:00:00,1143.46,96.14,12.7
24195,2019-05-20 02:00:00,1027.17,67.75,12.3
24197,2019-05-20 03:00:00,1012.54,75.97,11.8
24199,2019-05-20 04:00:00,969.82,57.48,11.3
24201,2019-05-20 05:00:00,961.04,58.96,10.8
24203,2019-05-20 06:00:00,988.58,72.71,10.6
24205,2019-05-20 07:00:00,1160.51,94.12,10.8
24207,2019-05-20 08:00:00,1299.13,101.18,11.5
24209,2019-05-20 09:00:00,1341.07,93.32,12.7
24211,2019-05-20 10:00:00,1264.75,89.41,14.3
24213,2019-05-20 11:00:00,1058.16,84.85,16.1
24215,2019-05-20 12:00:00,1159.95,84.36,17.7
24217,2019-05-20 13:00:00,1026.64,72.77,19.0
24219,2019-05-20 14:00:00,1004.72,71.79,19.7
24221,2019-05-20 15:00:00,1063.91,67.97,19.9
24223,2019-05-20 16:00:00,1234.26,73.4,19.5
24225,2019-05-20 17:00:00,1400.5,92.93,18.7
24227,2019-05-20 18:00:00,1615.19,162.27,17.6
24229,2019-05-20 19:00:00,1743.9,107.94,16.4
24231,2019-05-20 20:00:00,1679.35,114.61,15.2
24233,2019-05-20 21:00:00,1604.45,102.93,14.3
24235,2019-05-20 22:00:00,1459.92,95.35,13.7
24237,2019-05-20 23:00:00,1357.21,102.47,13.2
24239,2019-05-21 00:00:00,1510.99,101.38,12.9
24241,2019-05-21 01:00:00,1385.06,101.32,14.3
24243,2019-05-21 02:00:00,1181.64,96.09,13.8
24245,2019-05-21 03:00:00,1100.51,88.41,13.3
24247,2019-05-21 04:00:00,1046.93,83.04,12.7
24249,2019-05-21 05:00:00,1044.83,81.5,12.2
24251,2019-05-21 06:00:00,1109.59,89.72,11.9
24253,2019-05-21 07:00:00,1295.42,135.3,12.1
24255,2019-05-21 08:00:00,1467.06,108.09,12.9
24257,2019-05-21 09:00:00,1462.58,135.5,14.3
24259,2019-05-21 10:00:00,1319.9,110.21,16.1
24261,2019-05-21 11:00:00,1238.68,101.06,18.0
24263,2019-05-21 12:00:00,1036.21,92.11,19.9
24265,2019-05-21 13:00:00,978.05,85.76,21.3
24267,2019-05-21 14:00:00,1016.22,97.15,22.2
24269,2019-05-21 15:00:00,1064.71,96.11,22.4
24271,2019-05-21 16:00:00,1200.75,103.22,21.9
24273,2019-05-21 17:00:00,1412.76,97.78,21.0
24275,2019-05-21 18:00:00,1620.12,128.07,19.7
24277,2019-05-21 19:00:00,1751.21,113.89,18.4
24279,2019-05-21 20:00:00,1725.6,102.74,17.1
24281,2019-05-21 21:00:00,1667.69,103.35,16.1
24283,2019-05-21 22:00:00,1592.01,98.49,15.3
24285,2019-05-21 23:00:00,1457.71,101.12,14.8
24287,2019-05-22 00:00:00,1611.44,109.67,14.5
24289,2019-05-22 01:00:00,1491.38,105.7,11.2
24291,2019-05-22 02:00:00,1303.59,101.39,10.9
24293,2019-05-22 03:00:00,1242.94,101.32,10.5
24295,2019-05-22 04:00:00,1157.41,86.19,10.0
24297,2019-05-22 05:00:00,1156.85,91.24,9.6
24299,2019-05-22 06:00:00,1237.99,104.74,9.4
24301,2019-05-22 07:00:00,1450.24,134.15,9.5
24303,2019-05-22 08:00:00,1677.15,218.93,10.2
24305,2019-05-22 09:00:00,1644.6,103.41,11.2
24307,2019-05-22 10:00:00,1398.85,101.0,12.6
24309,2019-05-22 11:00:00,1186.52,99.25,14.2
24311,2019-05-22 12:00:00,1058.32,98.4,15.6
24313,2019-05-22 13:00:00,1040.26,87.52,16.8
24315,2019-05-22 14:00:00,1035.47,91.64,17.5
24317,2019-05-22 15:00:00,1107.27,100.36,17.6
24319,2019-05-22 16:00:00,1218.32,100.1,17.3
24321,2019-05-22 17:00:00,1389.22,104.16,16.5
24323,2019-05-22 18:00:00,1607.73,225.39,15.5
24325,2019-05-22 19:00:00,1752.69,149.32,14.5
24327,2019-05-22 20:00:00,1706.35,108.74,13.5
24329,2019-05-22 21:00:00,1650.59,105.63,12.7
24331,2019-05-22 22:00:00,1549.3,97.79,12.1
24333,2019-05-22 23:00:00,1427.5,94.47,11.7
24335,2019-05-23 00:00:00,1548.16,100.79,11.4
24337,2019-05-23 01:00:00,1423.92,100.87,13.5
24339,2019-05-23 02:00:00,1238.89,92.49,13.1
24341,2019-05-23 03:00:00,1173.31,80.14,12.6
24343,2019-05-23 04:00:00,1131.11,76.13,12.0
24345,2019-05-23 05:00:00,1135.61,78.21,11.5
24347,2019-05-23 06:00:00,1188.4,92.52,11.2
24349,2019-05-23 07:00:00,1356.75,107.19,11.4
24351,2019-05-23 08:00:00,1551.54,102.13,12.2
24353,2019-05-23 09:00:00,1511.4,72.58,13.5
24355,2019-05-23 10:00:00,1295.99,65.23,15.2
24357,2019-05-23 11:00:00,1157.46,59.89,17.0
24359,2019-05-23 12:00:00,1071.52,-92.27,18.8
24361,2019-05-23 13:00:00,1092.27,-89.17,20.2
24363,2019-05-23 14:00:00,1071.5,24.42,21.0
24365,2019-05-23 15:00:00,1159.64,44.45,21.2
24367,2019-05-23 16:00:00,1294.01,75.13,20.7
24369,2019-05-23 17:00:00,1481.21,79.7,19.8
24371,2019-05-23 18:00:00,1617.97,108.59,18.6
24373,2019-05-23 19:00:00,1707.77,85.29,17.4
24375,2019-05-23 20:00:00,1648.49,86.33,16.2
24377,2019-05-23 21:00:00,1582.94,76.67,15.2
24379,2019-05-23 22:00:00,1441.23,71.08,14.5
24381,2019-05-23 23:00:00,1348.94,-113.36,14.0
24383,2019-05-24 00:00:00,1492.43,71.73,13.7
24385,2019-05-24 01:00:00,1381.34,71.72,15.9
24387,2019-05-24 02:00:00,1227.4,73.23,15.4
24389,2019-05-24 03:00:00,1168.51,66.56,14.8
24391,2019-05-24 04:00:00,1118.7,59.08,14.1
24393,2019-05-24 05:00:00,1062.43,51.25,13.5
24395,2019-05-24 06:00:00,1040.2,71.41,13.2
24397,2019-05-24 07:00:00,1124.76,98.28,13.5
24399,2019-05-24 08:00:00,1274.84,122.72,14.4
24401,2019-05-24 09:00:00,1387.72,78.61,15.9
24403,2019-05-24 10:00:00,1264.99,72.81,17.9
24405,2019-05-24 11:00:00,1149.02,22.92,20.1
24407,2019-05-24 12:00:00,1026.16,-35.0,22.2
24409,2019-05-24 13:00:00,1069.48,-22.46,23.8
24411,2019-05-24 14:00:00,985.15,-73.95,24.8
24413,2019-05-24 15:00:00,1100.42,34.7,25.0
24415,2019-05-24 16:00:00,1149.71,66.96,24.5
24417,2019-05-24 17:00:00,1306.39,80.25,23.4
24419,2019-05-24 18:00:00,1466.49,95.56,22.0
24421,2019-05-24 19:00:00,1538.9,105.66,20.5
24423,2019-05-24 20:00:00,1483.98,106.14,19.1
24425,2019-05-24 21:00:00,1379.03,101.0,17.9
24427,2019-05-24 22:00:00,1296.18,99.58,17.1
24429,2019-05-24 23:00:00,1176.45,95.67,16.6
24431,2019-05-25 00:00:00,1335.87,94.76,16.2
24433,2019-05-25 01:00:00,1186.59,89.14,12.5
24435,2019-05-25 02:00:00,1030.77,74.88,12.1
24437,2019-05-25 03:00:00,951.56,56.69,11.6
24439,2019-05-25 04:00:00,902.17,52.76,11.1
24441,2019-05-25 05:00:00,914.87,59.4,10.6
24443,2019-05-25 06:00:00,955.99,62.71,10.4
24445,2019-05-25 07:00:00,1011.11,74.47,10.6
24447,2019-05-25 08:00:00,1077.62,87.32,11.3
24449,2019-05-25 09:00:00,1178.83,85.14,12.5
24451,2019-05-25 10:00:00,1121.93,62.29,14.0
24453,2019-05-25 11:00:00,1018.15,46.15,15.8
24455,2019-05-25 12:00:00,1082.29,48.64,17.4
24457,2019-05-25 13:00:00,1078.03,42.51,18.7
24459,2019-05-25 14:00:00,964.61,43.71,19.4
24461,2019-05-25 15:00:00,1034.83,50.76,19.6
24463,2019-05-25 16:00:00,1112.34,63.66,19.2
24465,2019-05-25 17:00:00,1304.22,85.22,18.4
24467,2019-05-25 18:00:00,1446.04,99.11,17.3
24469,2019-05-25 19:00:00,1471.25,90.35,16.1
24471,2019-05-25 20:00:00,1407.71,87.85,15.0
24473,2019-05-25 21:00:00,1394.23,85.39,14.1
24475,2019-05-25 22:00:00,1288.31,75.68,13.4
24477,2019-05-25 23:00:00,1215.05,72.06,13.0
24479,2019-05-26 00:00:00,1401.63,80.7,12.7
24481,2019-05-26 01:00:00,1283.48,75.36,12.4
24483,2019-05-26 02:00:00,1111.03,47.06,12.0
24485,2019-05-26 03:00:00,1048.59,45.84,11.5
24487,2019-05-26 04:00:00,997.77,49.35,11.0
24489,2019-05-26 05:00:00,941.43,47.26,10.5
24491,2019-05-26 06:00:00,921.4,47.85,10.3
24493,2019-05-26 07:00:00,975.35,50.85,10.5
24495,2019-05-26 08:00:00,1024.02,65.17,11.1
24497,2019-05-26 09:00:00,997.33,67.96,12.3
24499,2019-05-26 10:00:00,1024.56,46.21,13.9
24501,2019-05-26 11:00:00,1026.58,25.94,15.6
24503,2019-05-26 12:00:00,1001.52,16.03,17.2
24505,2019-05-26 13:00:00,1005.82,32.76,18.5
24507,2019-05-26 14:00:00,1094.22,47.27,19.3
24509,2019-05-26 15:00:00,1116.08,47.08,19.4
24511,2019-05-26 16:00:00,1145.02,58.37,19.0
24513,2019-05-26 17:00:00,1238.18,85.98,18.2
24515,2019-05-26 18:00:00,1456.04,93.95,17.1
24517,2019-05-26 19:00:00,1570.07,95.07,15.9
24519,2019-05-26 20:00:00,1471.36,84.0,14.8
24521,2019-05-26 21:00:00,1393.87,83.66,13.9
24523,2019-05-26 22:00:00,1313.22,76.61,13.3
24525,2019-05-26 23:00:00,1193.37,67.73,12.9
24527,2019-05-27 00:00:00,1333.97,73.07,12.6
24529,2019-05-27 01:00:00,1212.72,52.01,12.1
24531,2019-05-27 02:00:00,1062.86,41.1,11.7
24533,2019-05-27 03:00:00,976.58,38.62,11.3
24535,2019-05-27 04:00:00,919.02,32.75,10.7
24537,2019-05-27 05:00:00,918.74,33.33,10.3
24539,2019-05-27 06:00:00,975.45,41.34,10.1
24541,2019-05-27 07:00:00,1139.61,92.8,10.2
24543,2019-05-27 08:00:00,1358.75,86.75,10.9
24545,2019-05-27 09:00:00,1409.79,80.05,12.1
24547,2019-05-27 10:00:00,1309.18,74.75,13.6
24549,2019-05-27 11:00:00,1156.52,72.41,15.3
24551,2019-05-27 12:00:00,1213.29,69.22,16.9
24553,2019-05-27 13:00:00,1167.08,70.52,18.1
24555,2019-05-27 14:00:00,1193.05,71.19,18.9
24557,2019-05-27 15:00:00,1299.01,76.64,19.0
24559,2019-05-27 16:00:00,1434.9,92.34,18.6
24561,2019-05-27 17:00:00,1598.18,106.82,17.8
24563,2019-05-27 18:00:00,1797.42,173.9,16.7
24565,2019-05-27 19:00:00,1894.81,143.44,15.6
24567,2019-05-27 20:00:00,1801.89,105.87,14.5
24569,2019-05-27 21:00:00,1709.87,110.39,13.7
24571,2019-05-27 22:00:00,1548.14,86.59,13.0
24573,2019-05-27 23:00:00,1360.74,84.17,12.6
24575,2019-05-28 00:00:00,1463.98,78.36,12.3
24577,2019-05-28 01:00:00,1331.44,58.71,12.1
24579,2019-05-28 02:00:00,1182.42,37.4,11.7
24581,2019-05-28 03:00:00,1090.93,44.59,11.3
24583,2019-05-28 04:00:00,1015.38,42.24,10.7
24585,2019-05-28 05:00:00,1009.87,41.02,10.3
24587,2019-05-28 06:00:00,1041.52,51.38,10.1
24589,2019-05-28 07:00:00,1230.16,91.15,10.2
24591,2019-05-28 08:00:00,1412.41,98.48,10.9
24593,2019-05-28 09:00:00,1441.96,83.64,12.1
24595,2019-05-28 10:00:00,1388.27,68.56,13.6
24597,2019-05-28 11:00:00,1342.43,59.1,15.3
24599,2019-05-28 12:00:00,1254.71,67.35,16.9
24601,2019-05-28 13:00:00,1170.8,64.83,18.1
24603,2019-05-28 14:00:00,1198.35,64.72,18.9
24605,2019-05-28 15:00:00,1243.3,66.23,19.0
24607,2019-05-28 16:00:00,1313.99,61.78,18.6
24609,2019-05-28 17:00:00,1442.91,76.68,17.8
24611,2019-05-28 18:00:00,1589.78,131.48,16.7
24613,2019-05-28 19:00:00,1720.34,97.11,15.6
24615,2019-05-28 20:00:00,1642.31,81.02,14.5
24617,2019-05-28 21:00:00,1561.5,68.37,13.7
24619,2019-05-28 22:00:00,1454.42,58.02,13.0
24621,2019-05-28 23:00:00,1297.02,54.78,12.6
24623,2019-05-29 00:00:00,1397.28,66.53,12.3
24625,2019-05-29 01:00:00,1266.95,51.51,11.3
24627,2019-05-29 02:00:00,1077.99,-22.64,11.0
24629,2019-05-29 03:00:00,1014.55,-3.24,10.5
24631,2019-05-29 04:00:00,977.36,0.0,10.0
24633,2019-05-29 05:00:00,935.38,-6.08,9.6
24635,2019-05-29 06:00:00,1007.88,5.36,9.4
24637,2019-05-29 07:00:00,1175.71,77.22,9.5
24639,2019-05-29 08:00:00,1400.24,86.93,10.2
24641,2019-05-29 09:00:00,1438.22,69.97,11.2
24643,2019-05-29 10:00:00,1402.31,67.91,12.7
24645,2019-05-29 11:00:00,1264.99,25.19,14.2
24647,2019-05-29 12:00:00,1198.54,61.53,15.7
24649,2019-05-29 13:00:00,1088.56,11.7,16.9
24651,2019-05-29 14:00:00,1164.03,41.87,17.6
24653,2019-05-29 15:00:00,1182.47,63.08,17.7
24655,2019-05-29 16:00:00,1240.48,80.07,17.4
24657,2019-05-29 17:00:00,1460.52,83.53,16.6
24659,2019-05-29 18:00:00,1739.84,227.29,15.6
24661,2019-05-29 19:00:00,1875.36,99.5,14.5
24663,2019-05-29 20:00:00,1763.88,100.19,13.5
24665,2019-05-29 21:00:00,1727.59,94.23,12.7
24667,2019-05-29 22:00:00,1536.33,83.83,12.2
24669,2019-05-29 23:00:00,1361.67,83.75,11.8
24671,2019-05-30 00:00:00,1444.31,97.42,11.5
24673,2019-05-30 01:00:00,1351.14,89.25,8.6
24675,2019-05-30 02:00:00,1123.3,80.1,8.3
24677,2019-05-30 03:00:00,1027.58,65.53,8.0
24679,2019-05-30 04:00:00,1004.34,55.43,7.6
24681,2019-05-30 05:00:00,989.75,55.58,7.3
24683,2019-05-30 06:00:00,1080.8,79.9,7.1
24685,2019-05-30 07:00:00,1384.7,185.93,7.2
24687,2019-05-30 08:00:00,1623.81,238.44,7.7
24689,2019-05-30 09:00:00,1736.06,120.27,8.5
24691,2019-05-30 10:00:00,1569.88,167.32,9.6
24693,2019-05-30 11:00:00,1395.19,101.28,10.8
24695,2019-05-30 12:00:00,1165.76,78.47,11.9
24697,2019-05-30 13:00:00,1207.37,80.8,12.8
24699,2019-05-30 14:00:00,1243.41,83.33,13.3
24701,2019-05-30 15:00:00,1336.48,83.7,13.4
24703,2019-05-30 16:00:00,1427.22,84.6,13.2
24705,2019-05-30 17:00:00,1568.51,100.7,12.6
24707,2019-05-30 18:00:00,1855.0,131.65,11.8
24709,2019-05-30 19:00:00,2009.36,112.02,11.0
24711,2019-05-30 20:00:00,1949.97,102.41,10.3
24713,2019-05-30 21:00:00,1856.65,100.67,9.7
24715,2019-05-30 22:00:00,1710.9,88.51,9.2
24717,2019-05-30 23:00:00,1511.56,78.59,8.9
24719,2019-05-31 00:00:00,1584.4,84.86,8.7
24721,2019-05-31 01:00:00,1429.22,85.16,10.7
24723,2019-05-31 02:00:00,1255.93,80.93,10.4
24725,2019-05-31 03:00:00,1181.57,55.98,10.0
24727,2019-05-31 04:00:00,1133.81,39.58,9.5
24729,2019-05-31 05:00:00,1119.75,53.46,9.1
24731,2019-05-31 06:00:00,1169.56,70.49,8.9
24733,2019-05-31 07:00:00,1390.86,107.26,9.1
24735,2019-05-31 08:00:00,1604.14,124.24,9.6
24737,2019-05-31 09:00:00,1686.09,103.83,10.7
24739,2019-05-31 10:00:00,1519.99,100.6,12.0
24741,2019-05-31 11:00:00,1434.42,101.0,13.5
24743,2019-05-31 12:00:00,1427.38,101.0,14.9
24745,2019-05-31 13:00:00,1456.34,101.39,16.0
24747,2019-05-31 14:00:00,1465.64,99.29,16.7
24749,2019-05-31 15:00:00,1485.77,99.75,16.8
24751,2019-05-31 16:00:00,1527.05,100.67,16.5
24753,2019-05-31 17:00:00,1630.9,108.06,15.8
24755,2019-05-31 18:00:00,1817.94,283.89,14.8
24757,2019-05-31 19:00:00,1890.49,118.88,13.8
24759,2019-05-31 20:00:00,1800.62,99.91,12.9
24761,2019-05-31 21:00:00,1736.56,101.0,12.1
24763,2019-05-31 22:00:00,1626.35,99.59,11.6
24765,2019-05-31 23:00:00,1515.01,96.04,11.2
24767,2019-06-01 00:00:00,1653.27,99.69,10.9
24769,2019-06-01 01:00:00,1503.61,95.18,11.1
24771,2019-06-01 02:00:00,1303.08,89.7,10.8
24773,2019-06-01 03:00:00,1195.41,80.32,10.3
24775,2019-06-01 04:00:00,1131.47,70.98,9.8
24777,2019-06-01 05:00:00,1119.61,58.33,9.4
24779,2019-06-01 06:00:00,1146.73,66.64,9.2
24781,2019-06-01 07:00:00,1219.92,80.59,9.3
24783,2019-06-01 08:00:00,1338.06,107.39,10.0
24785,2019-06-01 09:00:00,1416.91,97.13,11.0
24787,2019-06-01 10:00:00,1389.1,102.79,12.4
24789,2019-06-01 11:00:00,1264.87,92.36,14.0
24791,2019-06-01 12:00:00,1194.29,100.58,15.4
24793,2019-06-01 13:00:00,1101.03,109.35,16.6
24795,2019-06-01 14:00:00,1037.18,107.67,17.2
24797,2019-06-01 15:00:00,1037.33,96.32,17.4
24799,2019-06-01 16:00:00,1145.23,112.31,17.0
24801,2019-06-01 17:00:00,1383.42,129.99,16.3
24803,2019-06-01 18:00:00,1686.16,276.74,15.3
24805,2019-06-01 19:00:00,1796.22,132.06,14.2
24807,2019-06-01 20:00:00,1714.88,91.39,13.3
24809,2019-06-01 21:00:00,1625.92,92.12,12.5
24811,2019-06-01 22:00:00,1580.52,87.82,11.9
24813,2019-06-01 23:00:00,1497.54,97.76,11.6
24815,2019-06-02 00:00:00,1650.03,108.33,11.3
24817,2019-06-02 01:00:00,1492.03,106.8,11.8
24819,2019-06-02 02:00:00,1318.13,111.08,11.5
24821,2019-06-02 03:00:00,1199.46,93.88,11.0
24823,2019-06-02 04:00:00,1132.94,91.09,10.5
24825,2019-06-02 05:00:00,1075.69,81.22,10.0
24827,2019-06-02 06:00:00,1079.91,78.02,9.8
24829,2019-06-02 07:00:00,1123.34,83.7,10.0
24831,2019-06-02 08:00:00,1165.56,107.67,10.6
24833,2019-06-02 09:00:00,1209.6,95.8,11.7
24835,2019-06-02 10:00:00,1209.86,124.92,13.2
24837,2019-06-02 11:00:00,1052.98,87.07,14.9
24839,2019-06-02 12:00:00,1068.26,84.87,16.4
24841,2019-06-02 13:00:00,1059.67,81.81,17.7
24843,2019-06-02 14:00:00,992.89,78.05,18.4
24845,2019-06-02 15:00:00,1009.19,75.27,18.5
24847,2019-06-02 16:00:00,1072.6,-41.9,18.1
24849,2019-06-02 17:00:00,1293.06,81.75,17.3
24851,2019-06-02 18:00:00,1587.38,227.15,16.3
24853,2019-06-02 19:00:00,1724.63,87.64,15.2
24855,2019-06-02 20:00:00,1630.2,81.04,14.1
24857,2019-06-02 21:00:00,1575.98,82.81,13.3
24859,2019-06-02 22:00:00,1467.43,67.15,12.7
24861,2019-06-02 23:00:00,1359.82,63.09,12.3
24863,2019-06-03 00:00:00,1466.73,75.41,12.1
24865,2019-06-03 01:00:00,1346.81,68.74,9.4
24867,2019-06-03 02:00:00,1153.02,9.52,9.2
24869,2019-06-03 03:00:00,1118.09,16.17,8.8
24871,2019-06-03 04:00:00,1067.53,7.93,8.4
24873,2019-06-03 05:00:00,1022.25,9.58,8.0
24875,2019-06-03 06:00:00,1137.55,45.2,7.8
24877,2019-06-03 07:00:00,1293.41,123.83,8.0
24879,2019-06-03 08:00:00,1588.94,168.67,8.5
24881,2019-06-03 09:00:00,1685.53,89.55,9.4
24883,2019-06-03 10:00:00,1492.81,93.17,10.6
24885,2019-06-03 11:00:00,1317.23,81.6,11.9
24887,2019-06-03 12:00:00,1247.95,80.2,13.1
24889,2019-06-03 13:00:00,1166.43,64.93,14.1
24891,2019-06-03 14:00:00,1260.22,66.6,14.7
24893,2019-06-03 15:00:00,1330.91,62.91,14.8
24895,2019-06-03 16:00:00,1400.36,78.27,14.5
24897,2019-06-03 17:00:00,1660.38,155.65,13.8
24899,2019-06-03 18:00:00,1940.64,233.08,13.0
24901,2019-06-03 19:00:00,2074.14,258.35,12.1
24903,2019-06-03 20:00:00,1984.67,132.77,11.3
24905,2019-06-03 21:00:00,1878.49,113.95,10.6
24907,2019-06-03 22:00:00,1763.51,109.57,10.2
24909,2019-06-03 23:00:00,1510.17,91.59,9.9
24911,2019-06-04 00:00:00,1640.56,111.52,9.6
24913,2019-06-04 01:00:00,1488.5,107.41,8.4
24915,2019-06-04 02:00:00,1305.81,84.68,8.2
24917,2019-06-04 03:00:00,1205.37,83.86,7.8
24919,2019-06-04 04:00:00,1135.73,76.32,7.5
24921,2019-06-04 05:00:00,1140.96,77.96,7.1
24923,2019-06-04 06:00:00,1202.0,102.28,7.0
24925,2019-06-04 07:00:00,1396.0,149.64,7.1
24927,2019-06-04 08:00:00,1696.25,297.54,7.5
24929,2019-06-04 09:00:00,1785.98,151.14,8.3
24931,2019-06-04 10:00:00,1662.36,125.92,9.4
24933,2019-06-04 11:00:00,1515.56,113.14,10.6
24935,2019-06-04 12:00:00,1502.92,121.38,11.7
24937,2019-06-04 13:00:00,1418.76,100.82,12.5
24939,2019-06-04 14:00:00,1441.35,87.08,13.1
24941,2019-06-04 15:00:00,1528.38,108.66,13.2
24943,2019-06-04 16:00:00,1544.61,241.25,12.9
24945,2019-06-04 17:00:00,1757.59,259.98,12.3
24947,2019-06-04 18:00:00,2020.43,265.27,11.6
24949,2019-06-04 19:00:00,2164.66,179.79,10.8
24951,2019-06-04 20:00:00,2119.82,182.38,10.0
24953,2019-06-04 21:00:00,2007.99,123.93,9.5
24955,2019-06-04 22:00:00,1850.24,109.62,9.1
24957,2019-06-04 23:00:00,1646.23,107.14,8.8
24959,2019-06-05 00:00:00,1709.89,103.99,8.6
24961,2019-06-05 01:00:00,1581.06,98.65,8.4
24963,2019-06-05 02:00:00,1414.76,99.23,8.2
24965,2019-06-05 03:00:00,1309.63,96.8,7.8
24967,2019-06-05 04:00:00,1261.88,75.87,7.5
24969,2019-06-05 05:00:00,1253.86,84.71,7.1
24971,2019-06-05 06:00:00,1335.5,99.19,7.0
24973,2019-06-05 07:00:00,1605.05,96.18,7.1
24975,2019-06-05 08:00:00,1869.11,256.39,7.5
24977,2019-06-05 09:00:00,1921.64,131.6,8.3
24979,2019-06-05 10:00:00,1805.69,133.89,9.4
24981,2019-06-05 11:00:00,1621.31,112.4,10.6
24983,2019-06-05 12:00:00,1463.11,97.72,11.7
24985,2019-06-05 13:00:00,1426.92,107.18,12.5
24987,2019-06-05 14:00:00,1359.13,106.89,13.1
24989,2019-06-05 15:00:00,1401.36,120.23,13.2
24991,2019-06-05 16:00:00,1516.01,184.22,12.9
24993,2019-06-05 17:00:00,1681.47,207.0,12.3
24995,2019-06-05 18:00:00,1950.68,301.15,11.6
24997,2019-06-05 19:00:00,2141.06,320.44,10.8
24999,2019-06-05 20:00:00,2112.32,265.28,10.0
25001,2019-06-05 21:00:00,2022.15,108.11,9.5
25003,2019-06-05 22:00:00,1884.16,108.3,9.1
25005,2019-06-05 23:00:00,1668.06,120.13,8.8
25007,2019-06-06 00:00:00,1747.57,125.95,8.6
25009,2019-06-06 01:00:00,1598.81,124.32,10.1
25011,2019-06-06 02:00:00,1397.29,119.36,9.8
25013,2019-06-06 03:00:00,1299.07,92.89,9.4
25015,2019-06-06 04:00:00,1240.53,88.45,9.0
25017,2019-06-06 05:00:00,1215.81,91.3,8.6
25019,2019-06-06 06:00:00,1299.53,116.29,8.4
25021,2019-06-06 07:00:00,1524.73,158.1,8.5
25023,2019-06-06 08:00:00,1774.06,253.49,9.1
25025,2019-06-06 09:00:00,1835.94,134.04,10.0
25027,2019-06-06 10:00:00,1751.32,102.6,11.3
25029,2019-06-06 11:00:00,1586.47,113.88,12.7
25031,2019-06-06 12:00:00,1412.72,120.36,14.0
25033,2019-06-06 13:00:00,1227.08,115.14,15.1
25035,2019-06-06 14:00:00,1183.56,110.3,15.7
25037,2019-06-06 15:00:00,1233.26,124.64,15.8
25039,2019-06-06 16:00:00,1343.22,158.16,15.5
25041,2019-06-06 17:00:00,1563.7,211.02,14.8
25043,2019-06-06 18:00:00,1876.85,291.53,13.9
25045,2019-06-06 19:00:00,2114.01,285.2,12.9
25047,2019-06-06 20:00:00,2082.98,275.47,12.1
25049,2019-06-06 21:00:00,2023.28,232.1,11.4
25051,2019-06-06 22:00:00,1887.57,109.11,10.9
25053,2019-06-06 23:00:00,1686.62,97.03,10.6
25055,2019-06-07 00:00:00,1743.31,104.65,10.3
25057,2019-06-07 01:00:00,1584.11,112.59,8.3
25059,2019-06-07 02:00:00,1411.04,94.88,8.1
25061,2019-06-07 03:00:00,1319.91,80.38,7.8
25063,2019-06-07 04:00:00,1252.41,76.25,7.4
25065,2019-06-07 05:00:00,1215.81,76.04,7.1
25067,2019-06-07 06:00:00,1278.17,84.25,6.9
25069,2019-06-07 07:00:00,1510.69,100.6,7.0
25071,2019-06-07 08:00:00,1790.29,112.0,7.5
25073,2019-06-07 09:00:00,1873.6,115.61,8.2
25075,2019-06-07 10:00:00,1631.11,95.52,9.3
25077,2019-06-07 11:00:00,1369.64,82.0,10.5
25079,2019-06-07 12:00:00,1193.25,91.34,11.5
25081,2019-06-07 13:00:00,1099.28,87.27,12.4
25083,2019-06-07 14:00:00,1071.2,107.86,12.9
25085,2019-06-07 15:00:00,1113.73,108.9,13.0
25087,2019-06-07 16:00:00,1232.38,121.97,12.7
25089,2019-06-07 17:00:00,1503.41,193.08,12.2
25091,2019-06-07 18:00:00,1810.03,265.06,11.4
25093,2019-06-07 19:00:00,2011.16,187.84,10.6
25095,2019-06-07 20:00:00,1903.19,118.33,9.9
25097,2019-06-07 21:00:00,1796.71,119.24,9.4
25099,2019-06-07 22:00:00,1732.47,108.03,9.0
25101,2019-06-07 23:00:00,1609.85,101.65,8.7
25103,2019-06-08 00:00:00,1666.06,111.52,8.5
25105,2019-06-08 01:00:00,1484.13,98.96,8.9
25107,2019-06-08 02:00:00,1251.23,83.49,8.6
25109,2019-06-08 03:00:00,1197.01,9.58,8.3
25111,2019-06-08 04:00:00,1109.76,6.38,7.9
25113,2019-06-08 05:00:00,1094.86,-59.92,7.5
25115,2019-06-08 06:00:00,1137.69,40.4,7.4
25117,2019-06-08 07:00:00,1145.9,5.3,7.5
25119,2019-06-08 08:00:00,1277.64,97.38,7.9
25121,2019-06-08 09:00:00,1390.03,105.87,8.8
