,SETTLEMENTDATE,TOTALDEMAND,RRP,Tempreture,log_price
47245,9/11/2020 7:00,1197.29,-103.9,18.5,3.277861238
47247,9/11/2020 8:00,1033.71,12.89,19.5,3.303820042
47249,9/11/2020 9:00,1158.49,-54.33,20.9,3.289069183
47251,9/11/2020 10:00,1137.16,-82.24,22.7,3.282794256
47253,9/11/2020 11:00,908.67,-65.67,24.5,3.286530567
47255,9/11/2020 12:00,839.69,-38.48,26.2,3.292592741
47257,9/11/2020 13:00,1035.17,-1.95,27.5,3.300606352
47259,9/11/2020 14:00,900.66,23.56,28.2,3.306116086
47261,9/11/2020 15:00,960.82,23.58,28.3,3.306120378
47263,9/11/2020 16:00,1094.99,31.8,27.9,3.307880956
47265,9/11/2020 17:00,1411.45,41,26.9,3.309843005
47267,9/11/2020 18:00,1462.02,75.19,25.7,3.317057866
47269,9/11/2020 19:00,1511.29,36.81,24.3,3.308950519
47271,9/11/2020 20:00,1478.49,28.54,23.1,3.307183576
47273,9/11/2020 21:00,1405.72,29.44,22,3.307376216
47275,9/11/2020 22:00,1346.21,-37.18,21.2,3.292880475
47277,9/11/2020 23:00,1284.54,-86.07,20.7,3.28192605
47279,9/12/2020 0:00,1388.54,-33.89,20.3,3.293607812
47281,9/12/2020 1:00,1287.04,17.99,17.6,3.30491901
47283,9/12/2020 2:00,1165.27,0.05,17.2,3.301040853
47285,9/12/2020 3:00,1117.15,-6.72,16.7,3.299568309
47287,9/12/2020 4:00,1099.12,0.24,16.2,3.301082108
47289,9/12/2020 5:00,1057.74,19.42,15.9,3.305226653
47291,9/12/2020 6:00,1093.21,31.53,15.9,3.30782324
47293,9/12/2020 7:00,1112.75,37.11,16.3,3.309014481
47295,9/12/2020 8:00,1030.02,40.22,17.2,3.309677001
47297,9/12/2020 9:00,938.31,41.47,18.5,3.309943002
47299,9/12/2020 10:00,746.91,40.38,20,3.309711058
47301,9/12/2020 11:00,632.56,15.09,21.7,3.304294448
47303,9/12/2020 12:00,607,26.52,23.1,3.306750894
47305,9/12/2020 13:00,835.03,36.31,24.2,3.308843894
47307,9/12/2020 14:00,765.7,32.77,24.9,3.308088243
47309,9/12/2020 15:00,864.33,31.93,25,3.307908742
47311,9/12/2020 16:00,1063.25,40.41,24.6,3.309717443
47313,9/12/2020 17:00,1284.58,41.88,23.8,3.310030215
47315,9/12/2020 18:00,1457.38,42,22.7,3.310055738
47317,9/12/2020 19:00,1537.62,41.67,21.5,3.309985547
47319,9/12/2020 20:00,1470.63,38.64,20.4,3.309340541
47321,9/12/2020 21:00,1417.38,40.38,19.4,3.309711058
47323,9/12/2020 22:00,1319.58,37.75,18.7,3.309150902
47325,9/12/2020 23:00,1268.72,37.36,18.2,3.309067775
47327,9/13/2020 0:00,1454.13,42.23,17.9,3.310104652
47329,9/13/2020 1:00,1365.13,41.4,11.1,3.30992811
47331,9/13/2020 2:00,1236.16,37.1,10.8,3.309012349
47333,9/13/2020 3:00,1126.6,28.75,10.5,3.307228533
47335,9/13/2020 4:00,1015.08,9.19,10.2,3.303021008
47337,9/13/2020 5:00,1032.99,12.13,10,3.303656036
47339,9/13/2020 6:00,1051.24,10.62,10,3.303329998
47341,9/13/2020 7:00,1081.77,29.8,10.3,3.307453248
47343,9/13/2020 8:00,1000.97,28.9,10.8,3.307260642
47345,9/13/2020 9:00,819.07,30.47,11.7,3.307596577
47347,9/13/2020 10:00,611.79,23.48,12.6,3.306098916
47349,9/13/2020 11:00,451.63,14.89,13.7,3.304251341
47351,9/13/2020 12:00,342.85,-27.07,14.6,3.295111677
47353,9/13/2020 13:00,337.53,-29.59,15.3,3.294556603
47355,9/13/2020 14:00,352.16,-14.63,15.7,3.297841455
47357,9/13/2020 15:00,409.31,-6.91,15.8,3.29952691
47359,9/13/2020 16:00,523.87,0,15.5,3.301029996
47361,9/13/2020 17:00,804.46,-17.7,15,3.297169381
47363,9/13/2020 18:00,1124.16,39.75,14.3,3.309576942
47365,9/13/2020 19:00,1448.88,70.07,13.6,3.315985031
47367,9/13/2020 20:00,1457.38,40.79,12.8,3.309798318
47369,9/13/2020 21:00,1374.84,39.83,12.2,3.309593975
47371,9/13/2020 22:00,1350.02,35.55,11.8,3.308681775
47373,9/13/2020 23:00,1288.09,24.96,11.5,3.306416449
47375,9/14/2020 0:00,1469.21,39.96,11.3,3.309621652
47377,9/14/2020 1:00,1387.84,38.07,11.1,3.309219096
47379,9/14/2020 2:00,1217.32,14.16,10.9,3.304093967
47381,9/14/2020 3:00,1125.88,10.27,10.6,3.303254392
47383,9/14/2020 4:00,1073.15,6.19,10.3,3.302372061
47385,9/14/2020 5:00,1093.51,20.59,10.1,3.305478199
47387,9/14/2020 6:00,1143.8,25.52,10.1,3.306536536
47389,9/14/2020 7:00,1312.48,49.85,10.3,3.311722082
47391,9/14/2020 8:00,1407.54,40.12,10.9,3.309655713
47393,9/14/2020 9:00,1313.52,35.23,11.7,3.308613496
47395,9/14/2020 10:00,1225.74,31.9,12.7,3.30790233
47397,9/14/2020 11:00,1114.57,30.04,13.7,3.307504595
47399,9/14/2020 12:00,940.91,29.88,14.6,3.307470365
47401,9/14/2020 13:00,819.47,18.05,15.4,3.304931922
47403,9/14/2020 14:00,779.43,23.47,15.8,3.30609677
47405,9/14/2020 15:00,789.56,28.44,15.8,3.307162166
47407,9/14/2020 16:00,864.79,33.68,15.6,3.308282618
47409,9/14/2020 17:00,1076.81,36.14,15.1,3.308807636
47411,9/14/2020 18:00,1430.23,45.56,14.4,3.310812223
47413,9/14/2020 19:00,1642.01,84.26,13.6,3.318951894
47415,9/14/2020 20:00,1665.64,51.56,12.9,3.312084223
47417,9/14/2020 21:00,1591.66,45.51,12.3,3.310801607
47419,9/14/2020 22:00,1508.17,37.79,11.8,3.309159427
47421,9/14/2020 23:00,1412.22,30.25,11.5,3.307549519
47423,9/15/2020 0:00,1546.01,37.99,11.3,3.309202049
47425,9/15/2020 1:00,1448.39,37.26,10.3,3.309046458
47427,9/15/2020 2:00,1305.29,36.08,10,3.308794838
47429,9/15/2020 3:00,1228.58,22.38,9.8,3.305862762
47431,9/15/2020 4:00,1164.28,30.22,9.5,3.307543102
47433,9/15/2020 5:00,1157.37,39.63,9.3,3.309551391
47435,9/15/2020 6:00,1210.81,39.32,9.3,3.309485378
47437,9/15/2020 7:00,1394.94,50.09,9.5,3.311772927
47439,9/15/2020 8:00,1422.56,41.27,10.1,3.309900453
47441,9/15/2020 9:00,1206.41,36.52,10.8,3.30888868
47443,9/15/2020 10:00,855.45,31.29,11.8,3.30777193
47445,9/15/2020 11:00,595.92,28.41,12.7,3.307155743
47447,9/15/2020 12:00,487.99,28.21,13.5,3.30711292
47449,9/15/2020 13:00,456.11,27.87,14.2,3.30704011
47451,9/15/2020 14:00,483.45,27.5,14.6,3.306960863
47453,9/15/2020 15:00,546.86,31.62,14.6,3.30784248
47455,9/15/2020 16:00,680.3,35.3,14.4,3.308628433
47457,9/15/2020 17:00,917.72,35.98,13.9,3.308773507
47459,9/15/2020 18:00,1277.86,52.27,13.3,3.312234497
47461,9/15/2020 19:00,1508.66,109.46,12.6,3.324171295
47463,9/15/2020 20:00,1571.48,66.11,11.9,3.31515344
47465,9/15/2020 21:00,1546.23,59.8,11.4,3.313825054
47467,9/15/2020 22:00,1474.18,44.56,10.9,3.31059986
47469,9/15/2020 23:00,1364.66,42.39,10.7,3.310138675
47471,9/16/2020 0:00,1481.49,43.48,10.5,3.310370392
47473,9/16/2020 1:00,1361.76,38.6,15.9,3.30933202
47475,9/16/2020 2:00,1210.99,36.69,15.5,3.308924931
47477,9/16/2020 3:00,1120.33,15.3,15.1,3.304339705
47479,9/16/2020 4:00,1067.4,6.21,14.7,3.302376391
47481,9/16/2020 5:00,1056.08,-29.66,14.4,3.294541174
47483,9/16/2020 6:00,1077.52,-16.71,14.4,3.297386222
47485,9/16/2020 7:00,1234.09,36.1,14.8,3.308799104
47487,9/16/2020 8:00,1289.19,27.75,15.6,3.30701441
47489,9/16/2020 9:00,1241.94,7.57,16.8,3.302670697
47491,9/16/2020 10:00,1020.84,13.46,18.2,3.303943006
47493,9/16/2020 11:00,972.94,-11.71,19.7,3.298479728
47495,9/16/2020 12:00,752.54,-18.54,21,3.29698531
47497,9/16/2020 13:00,605.06,-6.24,22,3.299672879
47499,9/16/2020 14:00,775.29,30.57,22.6,3.307617966
47501,9/16/2020 15:00,887.69,50.65,22.7,3.311891542
47503,9/16/2020 16:00,1028.93,47.71,22.3,3.311268451
47505,9/16/2020 17:00,1330.52,53.86,21.6,3.312570837
47507,9/16/2020 18:00,1511.4,67.09,20.6,3.315359386
47509,9/16/2020 19:00,1556.64,134.89,19.5,3.329375503
47511,9/16/2020 20:00,1492.75,59.7,18.5,3.313803969
47513,9/16/2020 21:00,1406.38,56.11,17.6,3.313046345
47515,9/16/2020 22:00,1354.6,41.75,16.9,3.310002564
47517,9/16/2020 23:00,1282.15,35.11,16.5,3.308587888
47519,9/17/2020 0:00,1471.5,36.68,16.2,3.308922799
47521,9/17/2020 1:00,1342.99,33.1,17.1,3.30815874
47523,9/17/2020 2:00,1220.01,33.35,16.7,3.30821214
47525,9/17/2020 3:00,1151.14,34.61,16.3,3.308481175
47527,9/17/2020 4:00,1085.71,7.86,15.8,3.302733428
47529,9/17/2020 5:00,1105.31,7.56,15.5,3.302668534
47531,9/17/2020 6:00,1167.2,28.71,15.5,3.30721997
47533,9/17/2020 7:00,1232.1,35.34,15.9,3.308636968
47535,9/17/2020 8:00,1233.31,35.69,16.8,3.308711643
47537,9/17/2020 9:00,1280.29,20.04,18.1,3.305359969
47539,9/17/2020 10:00,1198.36,26.89,19.7,3.30683018
47541,9/17/2020 11:00,1185.61,-140.95,21.2,3.26929107
47543,9/17/2020 12:00,1220.78,-143.7,22.6,3.268648165
47545,9/17/2020 13:00,1171.86,17.5,23.7,3.304813543
47547,9/17/2020 14:00,1052.87,-1.6,24.3,3.300682421
47549,9/17/2020 15:00,982.09,-24.05,24.5,3.295775951
47551,9/17/2020 16:00,1138.23,30.9,24.1,3.30768854
47553,9/17/2020 17:00,1263.27,41.21,23.3,3.309887687
47555,9/17/2020 18:00,1428.17,44.28,22.2,3.31054038
47557,9/17/2020 19:00,1551.48,41.97,21,3.310049357
47559,9/17/2020 20:00,1507.49,47.12,19.9,3.311143301
47561,9/17/2020 21:00,1391.24,37.78,19,3.309157295
47563,9/17/2020 22:00,1334.61,33.4,18.3,3.308222819
47565,9/17/2020 23:00,1235.44,34.05,17.8,3.308361624
47567,9/18/2020 0:00,1383.9,40.89,17.4,3.309819598
47569,9/18/2020 1:00,1326.61,35.47,19.8,3.308664706
47571,9/18/2020 2:00,1173.82,22.8,19.3,3.305952945
47573,9/18/2020 3:00,1111.76,13.85,18.8,3.304027119
47575,9/18/2020 4:00,1094.69,18.49,18.3,3.305026602
47577,9/18/2020 5:00,1091.94,30.5,17.9,3.307602994
47579,9/18/2020 6:00,1063.45,32.89,17.9,3.30811388
47581,9/18/2020 7:00,1214.83,57.65,18.4,3.313371505
47583,9/18/2020 8:00,1248.89,51.93,19.5,3.312162541
47585,9/18/2020 9:00,1147.33,30.96,21,3.30770137
47587,9/18/2020 10:00,1065.51,-132.97,22.7,3.271151296
47589,9/18/2020 11:00,900.98,-110.75,24.6,3.276289431
47591,9/18/2020 12:00,907.76,-67.56,26.2,3.286106018
47593,9/18/2020 13:00,1036.09,-14.34,27.4,3.297904887
47595,9/18/2020 14:00,1036.93,-9.46,28.2,3.298970909
47597,9/18/2020 15:00,1147.71,31.46,28.3,3.307808275
47599,9/18/2020 16:00,1266.58,34.35,27.9,3.308425673
47601,9/18/2020 17:00,1293.22,41.43,27,3.309934493
47603,9/18/2020 18:00,1321.37,41,25.7,3.309843005
47605,9/18/2020 19:00,1429.53,43.79,24.4,3.31043627
47607,9/18/2020 20:00,1426.13,47.35,23,3.311192093
47609,9/18/2020 21:00,1334.17,36.5,21.9,3.308884414
47611,9/18/2020 22:00,1266.65,38.78,21.1,3.309370365
47613,9/18/2020 23:00,1213.09,36.52,20.5,3.30888868
47615,9/19/2020 0:00,1398.22,36.56,20.1,3.30889721
47617,9/19/2020 1:00,1400.87,25.24,18.7,3.306476496
47619,9/19/2020 2:00,1242.12,17.47,18.3,3.304807085
47621,9/19/2020 3:00,1100.42,-0.11,17.8,3.301006109
47623,9/19/2020 4:00,1034.29,-5.53,17.3,3.299827508
47625,9/19/2020 5:00,956.74,24.91,17,3.306405725
47627,9/19/2020 6:00,909.77,31.88,17,3.307898056
47629,9/19/2020 7:00,993.99,5.68,17.5,3.302261644
47631,9/19/2020 8:00,988.48,25.88,18.5,3.306613717
47633,9/19/2020 9:00,1026.77,-131.35,19.9,3.271527965
47635,9/19/2020 10:00,973.71,10.62,21.6,3.303329998
47637,9/19/2020 11:00,861.77,27.24,23.3,3.306905167
47639,9/19/2020 12:00,754.54,10.01,24.9,3.303198218
47641,9/19/2020 13:00,552.79,-44.91,26.1,3.291166754
47643,9/19/2020 14:00,577.41,20.52,26.7,3.305463154
47645,9/19/2020 15:00,723.01,24.06,26.9,3.306223382
47647,9/19/2020 16:00,949,35.81,26.5,3.308737243
47649,9/19/2020 17:00,1199.68,47.2,25.6,3.311160273
47651,9/19/2020 18:00,1303.73,49.34,24.4,3.311614017
47653,9/19/2020 19:00,1356.2,52.42,23.1,3.312266238
47655,9/19/2020 20:00,1344.59,42.37,21.9,3.310134423
47657,9/19/2020 21:00,1294.8,38.63,20.8,3.309338411
47659,9/19/2020 22:00,1236.91,34.88,20,3.308538803
47661,9/19/2020 23:00,1122.32,22.7,19.5,3.305931474
47663,9/20/2020 0:00,1347.82,40.16,19.1,3.309664228
47665,9/20/2020 1:00,1276.45,40.23,18.2,3.309679129
47667,9/20/2020 2:00,1066.68,32.19,17.8,3.30796431
47669,9/20/2020 3:00,969.51,29.75,17.3,3.30744255
47671,9/20/2020 4:00,960.6,34.65,16.8,3.308489713
47673,9/20/2020 5:00,980.39,34.13,16.5,3.308378705
47675,9/20/2020 6:00,988.93,38.48,16.5,3.309306455
47677,9/20/2020 7:00,995.02,36.96,17,3.308982501
47679,9/20/2020 8:00,867.96,25.49,18,3.306530103
47681,9/20/2020 9:00,761.78,-182.37,19.4,3.259505482
47683,9/20/2020 10:00,627.78,-45.41,21,3.291055673
47685,9/20/2020 11:00,471.87,-230,22.7,3.247973266
47687,9/20/2020 12:00,443.72,-251.95,24.2,3.242553851
47689,9/20/2020 13:00,414.57,-419.17,25.3,3.198885169
47691,9/20/2020 14:00,428.72,-330.84,26,3.222497969
47693,9/20/2020 15:00,507.35,-98.4,26.1,3.279119169
47695,9/20/2020 16:00,736.43,-34.11,25.7,3.293559214
47697,9/20/2020 17:00,1009.35,27.08,24.9,3.306870889
47699,9/20/2020 18:00,1241.14,49.71,23.8,3.31169242
47701,9/20/2020 19:00,1283.54,76.07,22.5,3.317241993
47703,9/20/2020 20:00,1207.08,32.45,21.3,3.30801987
47705,9/20/2020 21:00,1148.49,30.07,20.2,3.307511013
47707,9/20/2020 22:00,1075.53,26.6,19.5,3.306768038
47709,9/20/2020 23:00,1056.16,21.82,18.9,3.305742488
47711,9/21/2020 0:00,1288.97,34.63,18.5,3.308485444
47713,9/21/2020 1:00,1204.56,31.84,12.9,3.307889506
47715,9/21/2020 2:00,1064.88,30.07,12.6,3.307511013
47717,9/21/2020 3:00,1022.45,18.07,12.2,3.304936226
47719,9/21/2020 4:00,995.64,23.16,11.9,3.30603023
47721,9/21/2020 5:00,1011.18,33.32,11.7,3.308205732
47723,9/21/2020 6:00,1042.22,40.56,11.7,3.309749369
47725,9/21/2020 7:00,1143.15,36.76,12,3.308939857
47727,9/21/2020 8:00,1146.25,33.63,12.7,3.30827194
47729,9/21/2020 9:00,955.66,-140.47,13.7,3.269403189
47731,9/21/2020 10:00,906.61,-75.53,14.9,3.284311145
47733,9/21/2020 11:00,740.73,-78.33,16.1,3.28367881
47735,9/21/2020 12:00,739.82,-57.24,17.1,3.288419153
47737,9/21/2020 13:00,968.4,-169.59,17.9,3.26254838
47739,9/21/2020 14:00,874.44,-36.89,18.4,3.292944635
47741,9/21/2020 15:00,910.65,-40.4,18.5,3.292167431
47743,9/21/2020 16:00,1000.1,13.17,18.2,3.30388045
47745,9/21/2020 17:00,1020.42,29.53,17.6,3.307395475
47747,9/21/2020 18:00,1273.95,52.79,16.8,3.312344523
47749,9/21/2020 19:00,1485.07,53.03,15.9,3.312395296
47751,9/21/2020 20:00,1502.35,40.1,15.1,3.309651456
47753,9/21/2020 21:00,1441.58,36.49,14.3,3.308882282
47755,9/21/2020 22:00,1329.03,34.47,13.8,3.30845129
47757,9/21/2020 23:00,1220.33,31.36,13.4,3.307786896
47759,9/22/2020 0:00,1416.64,37.83,13.1,3.309167951
47761,9/22/2020 1:00,1292.55,33.89,12.1,3.308327461
47763,9/22/2020 2:00,1113.31,8.28,11.8,3.302824263
47765,9/22/2020 3:00,1063.55,-7.08,11.5,3.299489866
47767,9/22/2020 4:00,992.09,-15.27,11.2,3.297701434
47769,9/22/2020 5:00,991.72,-17.04,11,3.297313954
47771,9/22/2020 6:00,1045.48,25.64,11,3.306562264
47773,9/22/2020 7:00,1198.87,35.5,11.3,3.308671107
47775,9/22/2020 8:00,1249.08,29.12,12,3.307307732
47777,9/22/2020 9:00,1143.21,16.9,12.9,3.304684366
47779,9/22/2020 10:00,945.7,-91.35,14,3.280726297
47781,9/22/2020 11:00,973.46,-53.96,15.2,3.289151763
47783,9/22/2020 12:00,938.37,-40.66,16.2,3.292109805
47785,9/22/2020 13:00,1017.85,-86.51,16.9,3.281826197
47787,9/22/2020 14:00,1069.97,-156.55,17.4,3.265631363
47789,9/22/2020 15:00,1060.69,-47.56,17.5,3.290577697
47791,9/22/2020 16:00,980.82,-0.41,17.2,3.300940956
47793,9/22/2020 17:00,1105.91,37.31,16.6,3.309057117
47795,9/22/2020 18:00,1318.54,42.28,15.9,3.310115284
47797,9/22/2020 19:00,1557.52,61.9,15,3.314267599
47799,9/22/2020 20:00,1623.86,41.28,14.2,3.30990258
47801,9/22/2020 21:00,1538.66,41.36,13.5,3.309919601
47803,9/22/2020 22:00,1414.73,38.12,13,3.309229751
47805,9/22/2020 23:00,1286.34,34.8,12.6,3.308521729
47807,9/23/2020 0:00,1432.68,40.61,12.4,3.309760011
47809,9/23/2020 1:00,1347.85,35.32,11.6,3.3086327
47811,9/23/2020 2:00,1207.2,-5.78,11.4,3.299773067
47813,9/23/2020 3:00,1112.65,8.02,11.1,3.302768034
47815,9/23/2020 4:00,1075.25,8.2,10.8,3.302806963
47817,9/23/2020 5:00,1056.74,24.56,10.6,3.306330652
47819,9/23/2020 6:00,1123.12,33.85,10.6,3.30831892
47821,9/23/2020 7:00,1290.22,40.64,10.9,3.309766395
47823,9/23/2020 8:00,1337.37,38.2,11.5,3.309246797
47825,9/23/2020 9:00,1216.46,37.84,12.4,3.309170083
47827,9/23/2020 10:00,1047.81,31.46,13.5,3.307808275
47829,9/23/2020 11:00,981,-37.51,14.6,3.292807452
47831,9/23/2020 12:00,921.71,-38.5,15.5,3.292588312
47833,9/23/2020 13:00,921.54,-50.33,16.2,3.289961109
47835,9/23/2020 14:00,945.61,-49.02,16.7,3.290252817
47837,9/23/2020 15:00,928.76,-45.51,16.8,3.291033453
47839,9/23/2020 16:00,964.17,-64.97,16.5,3.286687703
47841,9/23/2020 17:00,1199.83,23.29,16,3.306058135
47843,9/23/2020 18:00,1431.8,36.03,15.2,3.308784173
47845,9/23/2020 19:00,1680.27,47.45,14.4,3.311213305
47847,9/23/2020 20:00,1737.81,45.97,13.6,3.310899261
47849,9/23/2020 21:00,1690.88,48.28,13,3.311389324
47851,9/23/2020 22:00,1610.77,55.92,12.5,3.313006211
47853,9/23/2020 23:00,1446.04,44.66,12.1,3.310621101
47855,9/24/2020 0:00,1591.8,65.26,11.9,3.314974734
47857,9/24/2020 1:00,1486.11,46.83,11.4,3.311081774
47859,9/24/2020 2:00,1321.26,44.45,11.1,3.310576494
47861,9/24/2020 3:00,1228.12,53.58,10.8,3.312511626
47863,9/24/2020 4:00,1152.08,50.6,10.5,3.311880953
47865,9/24/2020 5:00,1153.4,54.7,10.3,3.312748421
47867,9/24/2020 6:00,1174.33,42.63,10.4,3.310189706
47869,9/24/2020 7:00,1328.47,54.93,10.7,3.312797032
47871,9/24/2020 8:00,1439.45,45.17,11.3,3.310729414
47873,9/24/2020 9:00,1303.32,40.48,12.2,3.309732342
47875,9/24/2020 10:00,1252.34,36.1,13.2,3.308799104
47877,9/24/2020 11:00,1129.98,36.39,14.3,3.308860956
47879,9/24/2020 12:00,954.15,7.97,15.2,3.30275722
47881,9/24/2020 13:00,937.54,-49.23,15.9,3.290206068
47883,9/24/2020 14:00,1229.69,41.96,16.4,3.31004723
47885,9/24/2020 15:00,1409.41,43.86,16.5,3.310451144
47887,9/24/2020 16:00,1538.84,45.15,16.2,3.310725167
47889,9/24/2020 17:00,1695.84,39.69,15.7,3.309564167
47891,9/24/2020 18:00,1830.69,50.98,15,3.311961425
47893,9/24/2020 19:00,2030.06,84.79,14.2,3.319062315
47895,9/24/2020 20:00,2032.32,47.23,13.4,3.311166637
47897,9/24/2020 21:00,1960.61,49.29,12.7,3.311603421
47899,9/24/2020 22:00,1778.5,41.46,12.2,3.309940875
47901,9/24/2020 23:00,1564.75,41.34,11.9,3.309915346
47903,9/25/2020 0:00,1687.81,43.79,11.6,3.31043627
47905,9/25/2020 1:00,1552.96,41.23,8.6,3.309891943
47907,9/25/2020 2:00,1381.87,42.7,8.4,3.310204589
47909,9/25/2020 3:00,1229.44,43.16,8.2,3.310302378
47911,9/25/2020 4:00,1147.9,39.78,7.9,3.309583329
47913,9/25/2020 5:00,1158.02,40.33,7.8,3.309700415
47915,9/25/2020 6:00,1206.54,42.31,7.8,3.310121664
47917,9/25/2020 7:00,1420.19,41,8.1,3.309843005
47919,9/25/2020 8:00,1573.52,40.98,8.5,3.309838749
47921,9/25/2020 9:00,1592.12,26.19,9.2,3.306680168
47923,9/25/2020 10:00,1373.43,42.4,10,3.310140802
47925,9/25/2020 11:00,1052.85,34.09,10.8,3.308370165
47927,9/25/2020 12:00,1038.92,-148.98,11.5,3.267411111
47929,9/25/2020 13:00,999.36,-127.37,12,3.272451977
47931,9/25/2020 14:00,875.33,-11.2,12.4,3.298591111
47933,9/25/2020 15:00,876.96,3.9,12.4,3.301876045
47935,9/25/2020 16:00,1089.11,-14.77,12.2,3.297810829
47937,9/25/2020 17:00,1335.53,-42.65,11.9,3.29166849
47939,9/25/2020 18:00,1702.98,20.13,11.3,3.305379318
47941,9/25/2020 19:00,1857.72,22.46,10.7,3.305879941
47943,9/25/2020 20:00,1850.65,41.27,10.1,3.309900453
47945,9/25/2020 21:00,1808.52,41.98,9.6,3.310051484
47947,9/25/2020 22:00,1670.79,37.99,9.2,3.309202049
47949,9/25/2020 23:00,1504.09,42.32,9,3.31012379
47951,9/26/2020 0:00,1610.67,38.98,8.8,3.309412966
47953,9/26/2020 1:00,1486.73,32.34,8.8,3.307996365
47955,9/26/2020 2:00,1291.06,22.53,8.6,3.305894972
47957,9/26/2020 3:00,1180.09,6.79,8.3,3.302501928
47959,9/26/2020 4:00,1118.43,16.66,8.1,3.304632684
47961,9/26/2020 5:00,1105.19,36.02,8,3.30878204
47963,9/26/2020 6:00,1150.99,39.61,8,3.309547133
47965,9/26/2020 7:00,1216.26,42.3,8.2,3.310119537
47967,9/26/2020 8:00,1172.24,41.22,8.7,3.309889815
47969,9/26/2020 9:00,1102.27,39.35,9.4,3.309491767
47971,9/26/2020 10:00,1094.26,41.73,10.2,3.30999831
47973,9/26/2020 11:00,1096.72,35.95,11,3.308767108
47975,9/26/2020 12:00,824.62,27.6,11.7,3.306982283
47977,9/26/2020 13:00,733.39,2.49,12.3,3.301570356
47979,9/26/2020 14:00,675.51,-17.33,12.6,3.297250435
47981,9/26/2020 15:00,793.03,-12.23,12.7,3.298366132
47983,9/26/2020 16:00,813.31,12.43,12.5,3.303720783
47985,9/26/2020 17:00,1010.26,41.81,12.1,3.310015326
47987,9/26/2020 18:00,1384.75,45.89,11.5,3.31088228
47989,9/26/2020 19:00,1733.5,65.02,10.9,3.314924262
47991,9/26/2020 20:00,1803.49,53.6,10.3,3.312515856
47993,9/26/2020 21:00,1722.54,49.44,9.8,3.311635208
47995,9/26/2020 22:00,1659.72,44.06,9.4,3.31049364
47997,9/26/2020 23:00,1560.75,43.61,9.1,3.310398019
47999,9/27/2020 0:00,1722.77,50.36,8.9,3.311830121
48001,9/27/2020 1:00,1611.41,46.47,9.3,3.311005383
48003,9/27/2020 2:00,1427.83,53.42,9.1,3.312477788
48005,9/27/2020 3:00,1342.68,58.94,8.8,3.313643691
48007,9/27/2020 4:00,1288.93,53.21,8.6,3.312433371
48009,9/27/2020 5:00,1262.14,68.44,8.4,3.315642928
48011,9/27/2020 6:00,1250.7,56.16,8.5,3.313056906
48013,9/27/2020 7:00,1262.95,45.4,8.7,3.310778252
48015,9/27/2020 8:00,1153.15,38.9,9.2,3.309395926
48017,9/27/2020 9:00,959.98,28.67,10,3.307211407
48019,9/27/2020 10:00,877.05,27.32,10.8,3.306922305
48021,9/27/2020 11:00,873.97,43.47,11.7,3.310368266
48023,9/27/2020 12:00,808.94,42.94,12.4,3.310255612
48025,9/27/2020 13:00,765.91,21.76,13,3.3057296
48027,9/27/2020 14:00,673.19,21.32,13.4,3.305635073
48029,9/27/2020 15:00,640.7,29.52,13.4,3.307393335
48031,9/27/2020 16:00,673.6,30.14,13.3,3.307525988
48033,9/27/2020 17:00,903.87,43.9,12.8,3.310459644
48035,9/27/2020 18:00,1247.91,68.16,12.2,3.315584134
48037,9/27/2020 19:00,1539.62,264.02,11.6,3.354880259
48039,9/27/2020 20:00,1611.55,62.02,10.9,3.314292873
48041,9/27/2020 21:00,1541.82,65.21,10.4,3.314964219
48043,9/27/2020 22:00,1434.01,44.06,10,3.31049364
48045,9/27/2020 23:00,1350.95,40.07,9.7,3.309645069
48047,9/28/2020 0:00,1471.58,21.11,9.5,3.305589951
48049,9/28/2020 1:00,1403.2,37.49,14.7,3.309095486
48051,9/28/2020 2:00,1236.01,33.16,14.3,3.308171557
48053,9/28/2020 3:00,1182.82,-7.88,13.9,3.299315496
48055,9/28/2020 4:00,1144.99,2.71,13.6,3.301618066
48057,9/28/2020 5:00,1102.88,32.23,13.3,3.307972858
48059,9/28/2020 6:00,1129.56,43.61,13.4,3.310398019
48061,9/28/2020 7:00,1260.54,41.17,13.8,3.309879177
48063,9/28/2020 8:00,1295.43,39.65,14.6,3.30955565
48065,9/28/2020 9:00,1232.71,54.73,15.8,3.312754762
48067,9/28/2020 10:00,958.63,44.24,17.1,3.310531882
48069,9/28/2020 11:00,818.54,40.3,18.5,3.30969403
48071,9/28/2020 12:00,712.07,-134.99,19.7,3.270681165
48073,9/28/2020 13:00,682.76,-137.88,20.6,3.270007665
48075,9/28/2020 14:00,686.21,-39,21.2,3.292477594
48077,9/28/2020 15:00,739.46,-37.08,21.3,3.2929026
48079,9/28/2020 16:00,843.48,-33.98,21,3.293587932
48081,9/28/2020 17:00,1021.69,5.23,20.3,3.302164193
48083,9/28/2020 18:00,1324.5,31.36,19.4,3.307786896
48085,9/28/2020 19:00,1493.1,152.2,18.3,3.332882627
48087,9/28/2020 20:00,1536.07,41.17,17.3,3.309879177
48089,9/28/2020 21:00,1500.12,41,16.4,3.309843005
48091,9/28/2020 22:00,1376.66,41.13,15.7,3.309870666
48093,9/28/2020 23:00,1304.2,-8.37,15.3,3.299208659
48095,9/29/2020 0:00,1438.98,34.9,15,3.308543072
48097,9/29/2020 1:00,1328.78,-29.45,15.1,3.294587459
